valor,tipo,data,categoria,descricao
-4540.84,1,"""2025-04-17T21:38:32.174136Z""","""Venda""","""Transferência bancária"""
4244.8,2,"""2025-04-12T21:38:32.174149Z""","""Compra""","""Despesa operacional"""
-9848.31,1,"""2025-05-06T21:38:32.174163Z""","""Serviço""","""Compra de material"""
1239.85,2,"""2025-04-21T21:38:32.174175Z""","""Serviço""","""Despesa operacional"""
1528.82,2,"""2025-04-01T21:38:32.174184Z""","""Transferência""","""Compra de material"""
-5503.45,1,"""2025-03-06T21:38:32.174193Z""","""Compra""","""Compra de material"""
-5871.5,1,"""2025-03-25T21:38:32.174201Z""","""Investimento""","""Transferência bancária"""
-3218.23,1,"""2025-04-19T21:38:32.174210Z""","""Salário""","""Recebido de cliente"""
3292.44,2,"""2025-03-11T21:38:32.174218Z""","""Compra""","""Referente ao mês"""
266.62,2,"""2025-03-16T21:38:32.174227Z""","""Pagamento""","""Recebido de cliente"""
4721.41,2,"""2025-04-07T21:38:32.174235Z""","""Compra""","""Recebido de cliente"""
941.84,2,"""2025-05-20T21:38:32.174245Z""","""Reembolso""","""Recebido de cliente"""
-1838.7,1,"""2025-03-15T21:38:32.174260Z""","""Transferência""","""Transferência bancária"""
-7142.64,1,"""2025-03-05T21:38:32.174371Z""","""Venda""","""Despesa operacional"""
9370.93,2,"""2025-03-22T21:38:32.174389Z""","""Transferência""","""Pagamento de serviço"""
2809.9,2,"""2025-03-04T21:38:32.174400Z""","""Compra""","""Pagamento de serviço"""
-2963.93,1,"""2025-04-15T21:38:32.174411Z""","""Compra""","""Compra de material"""
7995.06,2,"""2025-05-16T21:38:32.174425Z""","""Serviço""","""Recebido de cliente"""
-3424.9,1,"""2025-05-29T21:38:32.174440Z""","""Investimento""","""Recebido de cliente"""
-1221.6,1,"""2025-04-22T21:38:32.174454Z""","""Pagamento""","""Despesa operacional"""
-6614.95,1,"""2025-03-22T21:38:32.174469Z""","""Compra""","""Referente ao mês"""
8073.81,2,"""2025-04-08T21:38:32.174483Z""","""Salário""","""Pagamento de serviço"""
5707.67,2,"""2025-05-17T21:38:32.174492Z""","""Salário""","""Referente ao mês"""
1574.96,2,"""2025-04-12T21:38:32.174505Z""","""Transferência""","""Transferência bancária"""
-8667.7,1,"""2025-05-30T21:38:32.174520Z""","""Salário""","""Transferência bancária"""
4358.82,2,"""2025-04-02T21:38:32.174535Z""","""Transferência""","""Pagamento de serviço"""
-3586.88,1,"""2025-03-01T21:38:32.174548Z""","""Compra""","""Pagamento de serviço"""
-7466.89,1,"""2025-03-04T21:38:32.174713Z""","""Salário""","""Pagamento de serviço"""
8644.06,2,"""2025-04-28T21:38:32.174748Z""","""Venda""","""Compra de material"""
7967.11,2,"""2025-05-16T21:38:32.174760Z""","""Salário""","""Despesa operacional"""
-811.03,1,"""2025-03-03T21:38:32.174770Z""","""Venda""","""Recebido de cliente"""
5892.23,2,"""2025-03-07T21:38:32.174778Z""","""Serviço""","""Despesa operacional"""
-8298.76,1,"""2025-04-30T21:38:32.174792Z""","""Investimento""","""Compra de material"""
2829.58,2,"""2025-04-29T21:38:32.174817Z""","""Serviço""","""Recebido de cliente"""
-8446.4,1,"""2025-03-24T21:38:32.174833Z""","""Venda""","""Referente ao mês"""
2528.01,2,"""2025-05-24T21:38:32.174848Z""","""Pagamento""","""Recebido de cliente"""
813.25,2,"""2025-03-22T21:38:32.174862Z""","""Venda""","""Referente ao mês"""
-4558.54,1,"""2025-03-12T21:38:32.174877Z""","""Reembolso""","""Pagamento de serviço"""
9658.96,2,"""2025-03-01T21:38:32.174886Z""","""Pagamento""","""Despesa operacional"""
-9263.43,1,"""2025-03-10T21:38:32.174895Z""","""Pagamento""","""Pagamento de serviço"""
-8193.21,1,"""2025-05-27T21:38:32.174904Z""","""Venda""","""Pagamento de serviço"""
7630.15,2,"""2025-04-20T21:38:32.174913Z""","""Salário""","""Compra de material"""
4290.85,2,"""2025-05-17T21:38:32.174927Z""","""Pagamento""","""Despesa operacional"""
9231.97,2,"""2025-04-05T21:38:32.174953Z""","""Venda""","""Despesa operacional"""
-1949.11,1,"""2025-04-10T21:38:32.174962Z""","""Reembolso""","""Compra de material"""
4030.75,2,"""2025-04-14T21:38:32.174971Z""","""Investimento""","""Compra de material"""
-1128.07,1,"""2025-05-15T21:38:32.174986Z""","""Investimento""","""Referente ao mês"""
-4199.43,1,"""2025-04-10T21:38:32.175000Z""","""Compra""","""Recebido de cliente"""
-8382.17,1,"""2025-04-30T21:38:32.175011Z""","""Pagamento""","""Transferência bancária"""
5285.21,2,"""2025-04-08T21:38:32.175026Z""","""Investimento""","""Recebido de cliente"""
6227.9,2,"""2025-03-12T21:38:32.175040Z""","""Salário""","""Pagamento de serviço"""
-5387.29,1,"""2025-04-03T21:38:32.175056Z""","""Investimento""","""Referente ao mês"""
-1603.32,1,"""2025-03-13T21:38:32.175065Z""","""Investimento""","""Recebido de cliente"""
6026.87,2,"""2025-05-07T21:38:32.175074Z""","""Investimento""","""Transferência bancária"""
-6769.49,1,"""2025-03-07T21:38:32.175083Z""","""Venda""","""Despesa operacional"""
-4200.13,1,"""2025-04-25T21:38:32.175091Z""","""Serviço""","""Recebido de cliente"""
-3133.99,1,"""2025-04-27T21:38:32.175105Z""","""Salário""","""Referente ao mês"""
7182.67,2,"""2025-03-19T21:38:32.175121Z""","""Pagamento""","""Referente ao mês"""
-5190.73,1,"""2025-03-31T21:38:32.175136Z""","""Serviço""","""Recebido de cliente"""
7483.04,2,"""2025-03-11T21:38:32.175146Z""","""Venda""","""Despesa operacional"""
7081.22,2,"""2025-05-15T21:38:32.175154Z""","""Reembolso""","""Compra de material"""
-164.22,1,"""2025-04-14T21:38:32.175169Z""","""Venda""","""Referente ao mês"""
1990.93,2,"""2025-04-26T21:38:32.175184Z""","""Serviço""","""Recebido de cliente"""
-8430.53,1,"""2025-03-19T21:38:32.175193Z""","""Compra""","""Compra de material"""
5504.77,2,"""2025-04-25T21:38:32.175202Z""","""Transferência""","""Recebido de cliente"""
7791.06,2,"""2025-04-08T21:38:32.175210Z""","""Serviço""","""Pagamento de serviço"""
5761.67,2,"""2025-03-23T21:38:32.175219Z""","""Serviço""","""Referente ao mês"""
-2154.69,1,"""2025-03-10T21:38:32.175228Z""","""Reembolso""","""Recebido de cliente"""
-4313.05,1,"""2025-03-02T21:38:32.175236Z""","""Salário""","""Referente ao mês"""
-3045.95,1,"""2025-04-20T21:38:32.175261Z""","""Compra""","""Referente ao mês"""
-3789.1,1,"""2025-05-07T21:38:32.175273Z""","""Pagamento""","""Compra de material"""
5967.18,2,"""2025-04-29T21:38:32.175282Z""","""Serviço""","""Recebido de cliente"""
8574.57,2,"""2025-04-14T21:38:32.175290Z""","""Pagamento""","""Pagamento de serviço"""
-5372.28,1,"""2025-05-08T21:38:32.175299Z""","""Pagamento""","""Recebido de cliente"""
-3537.42,1,"""2025-04-24T21:38:32.175308Z""","""Venda""","""Referente ao mês"""
7834.67,2,"""2025-05-18T21:38:32.175316Z""","""Venda""","""Referente ao mês"""
7020.48,2,"""2025-03-18T21:38:32.175331Z""","""Investimento""","""Despesa operacional"""
1401.1,2,"""2025-03-30T21:38:32.175349Z""","""Compra""","""Despesa operacional"""
-9063.01,1,"""2025-03-15T21:38:32.175366Z""","""Serviço""","""Despesa operacional"""
-8153.27,1,"""2025-05-30T21:38:32.175376Z""","""Venda""","""Pagamento de serviço"""
9512.36,2,"""2025-03-26T21:38:32.175385Z""","""Transferência""","""Despesa operacional"""
8098.87,2,"""2025-04-14T21:38:32.175393Z""","""Compra""","""Transferência bancária"""
-4472.84,1,"""2025-04-20T21:38:32.175402Z""","""Transferência""","""Referente ao mês"""
-7406.92,1,"""2025-04-25T21:38:32.175411Z""","""Pagamento""","""Despesa operacional"""
-3734.17,1,"""2025-04-25T21:38:32.175427Z""","""Salário""","""Recebido de cliente"""
861.71,2,"""2025-05-29T21:38:32.175436Z""","""Pagamento""","""Referente ao mês"""
6786.55,2,"""2025-04-28T21:38:32.175445Z""","""Serviço""","""Pagamento de serviço"""
4779.57,2,"""2025-05-22T21:38:32.175453Z""","""Transferência""","""Referente ao mês"""
6431.08,2,"""2025-04-30T21:38:32.175462Z""","""Pagamento""","""Recebido de cliente"""
-5363.6,1,"""2025-05-09T21:38:32.175473Z""","""Reembolso""","""Referente ao mês"""
-7189.57,1,"""2025-04-19T21:38:32.175487Z""","""Salário""","""Compra de material"""
-8921.3,1,"""2025-05-28T21:38:32.175511Z""","""Investimento""","""Transferência bancária"""
7924.1,2,"""2025-05-08T21:38:32.175527Z""","""Pagamento""","""Pagamento de serviço"""
2490.45,2,"""2025-05-05T21:38:32.175542Z""","""Serviço""","""Transferência bancária"""
-5035.53,1,"""2025-04-17T21:38:32.175557Z""","""Venda""","""Transferência bancária"""
3107.91,2,"""2025-04-04T21:38:32.175573Z""","""Investimento""","""Despesa operacional"""
-1526.91,1,"""2025-05-12T21:38:32.175591Z""","""Serviço""","""Referente ao mês"""
6442.18,2,"""2025-03-25T21:38:32.175616Z""","""Investimento""","""Pagamento de serviço"""
9980.31,2,"""2025-04-09T21:38:32.175626Z""","""Serviço""","""Recebido de cliente"""
7576.76,2,"""2025-05-04T21:38:32.175634Z""","""Venda""","""Compra de material"""
-4248.35,1,"""2025-04-15T21:38:32.175643Z""","""Compra""","""Despesa operacional"""
3495.93,2,"""2025-03-14T21:38:32.175652Z""","""Transferência""","""Referente ao mês"""
-1235.24,1,"""2025-04-10T21:38:32.175661Z""","""Serviço""","""Recebido de cliente"""
-4141.18,1,"""2025-03-13T21:38:32.175670Z""","""Compra""","""Referente ao mês"""
-274.75,1,"""2025-03-03T21:38:32.175679Z""","""Compra""","""Pagamento de serviço"""
-1904.3,1,"""2025-04-29T21:38:32.175687Z""","""Transferência""","""Pagamento de serviço"""
-122.84,1,"""2025-05-04T21:38:32.175698Z""","""Serviço""","""Transferência bancária"""
7595.63,2,"""2025-04-18T21:38:32.175713Z""","""Serviço""","""Pagamento de serviço"""
8350.93,2,"""2025-04-13T21:38:32.175728Z""","""Compra""","""Despesa operacional"""
-3769.92,1,"""2025-03-18T21:38:32.175740Z""","""Compra""","""Despesa operacional"""
-5648.03,1,"""2025-05-06T21:38:32.175748Z""","""Pagamento""","""Transferência bancária"""
6746.7,2,"""2025-05-02T21:38:32.175757Z""","""Salário""","""Recebido de cliente"""
-2105.26,1,"""2025-03-10T21:38:32.175765Z""","""Pagamento""","""Pagamento de serviço"""
4019.18,2,"""2025-05-17T21:38:32.175775Z""","""Investimento""","""Despesa operacional"""
9847.57,2,"""2025-05-16T21:38:32.175790Z""","""Venda""","""Pagamento de serviço"""
-9907.42,1,"""2025-04-09T21:38:32.175815Z""","""Serviço""","""Transferência bancária"""
2606.66,2,"""2025-04-18T21:38:32.175830Z""","""Compra""","""Recebido de cliente"""
7654.74,2,"""2025-05-26T21:38:32.175843Z""","""Compra""","""Pagamento de serviço"""
-4586.04,1,"""2025-05-03T21:38:32.175857Z""","""Reembolso""","""Recebido de cliente"""
-1854.94,1,"""2025-04-09T21:38:32.175872Z""","""Reembolso""","""Pagamento de serviço"""
7301.19,2,"""2025-04-19T21:38:32.175887Z""","""Salário""","""Recebido de cliente"""
3000.7,2,"""2025-04-03T21:38:32.176007Z""","""Transferência""","""Compra de material"""
4139.56,2,"""2025-05-11T21:38:32.176030Z""","""Salário""","""Pagamento de serviço"""
-2691.6,1,"""2025-04-20T21:38:32.176046Z""","""Salário""","""Referente ao mês"""
-3375.3,1,"""2025-05-09T21:38:32.176061Z""","""Compra""","""Compra de material"""
325.06,2,"""2025-05-06T21:38:32.176076Z""","""Serviço""","""Referente ao mês"""
-4735.0,1,"""2025-04-17T21:38:32.176091Z""","""Transferência""","""Pagamento de serviço"""
1516.69,2,"""2025-04-23T21:38:32.176118Z""","""Salário""","""Despesa operacional"""
-9710.12,1,"""2025-04-29T21:38:32.176133Z""","""Reembolso""","""Transferência bancária"""
3932.56,2,"""2025-03-06T21:38:32.176149Z""","""Salário""","""Compra de material"""
9113.35,2,"""2025-05-18T21:38:32.176164Z""","""Salário""","""Referente ao mês"""
6612.73,2,"""2025-04-20T21:38:32.176189Z""","""Pagamento""","""Referente ao mês"""
-1536.57,1,"""2025-04-26T21:38:32.176205Z""","""Salário""","""Despesa operacional"""
-8689.39,1,"""2025-05-26T21:38:32.176220Z""","""Transferência""","""Transferência bancária"""
-9695.56,1,"""2025-04-27T21:38:32.176235Z""","""Salário""","""Transferência bancária"""
8688.56,2,"""2025-05-27T21:38:32.176251Z""","""Serviço""","""Despesa operacional"""
5819.84,2,"""2025-04-27T21:38:32.176260Z""","""Transferência""","""Referente ao mês"""
6257.19,2,"""2025-04-07T21:38:32.176269Z""","""Serviço""","""Pagamento de serviço"""
-2397.42,1,"""2025-05-15T21:38:32.176278Z""","""Investimento""","""Transferência bancária"""
7074.74,2,"""2025-04-21T21:38:32.176287Z""","""Serviço""","""Recebido de cliente"""
-446.84,1,"""2025-04-06T21:38:32.176295Z""","""Pagamento""","""Recebido de cliente"""
-8492.8,1,"""2025-03-27T21:38:32.176308Z""","""Pagamento""","""Despesa operacional"""
-3169.28,1,"""2025-04-18T21:38:32.176322Z""","""Venda""","""Pagamento de serviço"""
3320.48,2,"""2025-03-08T21:38:32.176337Z""","""Venda""","""Pagamento de serviço"""
7707.2,2,"""2025-05-19T21:38:32.176350Z""","""Salário""","""Pagamento de serviço"""
3275.73,2,"""2025-04-02T21:38:32.176365Z""","""Transferência""","""Transferência bancária"""
565.84,2,"""2025-03-15T21:38:32.176379Z""","""Compra""","""Transferência bancária"""
-2525.61,1,"""2025-05-16T21:38:32.176388Z""","""Salário""","""Referente ao mês"""
4823.25,2,"""2025-05-11T21:38:32.176400Z""","""Compra""","""Recebido de cliente"""
3987.67,2,"""2025-04-20T21:38:32.176415Z""","""Salário""","""Referente ao mês"""
5031.28,2,"""2025-05-25T21:38:32.176426Z""","""Venda""","""Pagamento de serviço"""
-1627.24,1,"""2025-05-08T21:38:32.176435Z""","""Investimento""","""Recebido de cliente"""
-3992.08,1,"""2025-03-22T21:38:32.176450Z""","""Transferência""","""Recebido de cliente"""
4625.69,2,"""2025-03-13T21:38:32.176475Z""","""Investimento""","""Transferência bancária"""
7609.71,2,"""2025-03-20T21:38:32.176487Z""","""Venda""","""Pagamento de serviço"""
-8744.25,1,"""2025-04-18T21:38:32.176496Z""","""Pagamento""","""Despesa operacional"""
5023.78,2,"""2025-03-26T21:38:32.176505Z""","""Reembolso""","""Pagamento de serviço"""
-6883.51,1,"""2025-04-21T21:38:32.176513Z""","""Investimento""","""Despesa operacional"""
-5691.21,1,"""2025-04-01T21:38:32.176522Z""","""Salário""","""Transferência bancária"""
-7999.72,1,"""2025-04-19T21:38:32.176531Z""","""Transferência""","""Transferência bancária"""
3943.43,2,"""2025-05-23T21:38:32.176539Z""","""Venda""","""Referente ao mês"""
5222.66,2,"""2025-05-09T21:38:32.176560Z""","""Venda""","""Transferência bancária"""
-3256.4,1,"""2025-05-20T21:38:32.176574Z""","""Transferência""","""Recebido de cliente"""
-160.64,1,"""2025-04-01T21:38:32.176591Z""","""Serviço""","""Despesa operacional"""
1697.87,2,"""2025-03-13T21:38:32.176601Z""","""Pagamento""","""Pagamento de serviço"""
9881.39,2,"""2025-03-11T21:38:32.176609Z""","""Transferência""","""Despesa operacional"""
5200.43,2,"""2025-04-03T21:38:32.176627Z""","""Pagamento""","""Transferência bancária"""
8022.13,2,"""2025-05-07T21:38:32.176641Z""","""Serviço""","""Compra de material"""
-1134.37,1,"""2025-03-24T21:38:32.176659Z""","""Compra""","""Compra de material"""
-5672.64,1,"""2025-03-13T21:38:32.176668Z""","""Reembolso""","""Referente ao mês"""
-2322.4,1,"""2025-04-09T21:38:32.176676Z""","""Compra""","""Despesa operacional"""
-2423.18,1,"""2025-03-20T21:38:32.176685Z""","""Serviço""","""Recebido de cliente"""
6866.42,2,"""2025-04-08T21:38:32.176693Z""","""Reembolso""","""Transferência bancária"""
-5172.83,1,"""2025-03-28T21:38:32.176702Z""","""Reembolso""","""Pagamento de serviço"""
1985.29,2,"""2025-05-05T21:38:32.176711Z""","""Investimento""","""Transferência bancária"""
1279.92,2,"""2025-03-17T21:38:32.176719Z""","""Investimento""","""Pagamento de serviço"""
-3007.13,1,"""2025-05-29T21:38:32.176728Z""","""Investimento""","""Compra de material"""
9310.61,2,"""2025-03-23T21:38:32.176736Z""","""Serviço""","""Recebido de cliente"""
-7160.59,1,"""2025-03-07T21:38:32.176745Z""","""Pagamento""","""Compra de material"""
-1952.05,1,"""2025-05-30T21:38:32.176753Z""","""Pagamento""","""Referente ao mês"""
-4461.4,1,"""2025-03-17T21:38:32.176762Z""","""Reembolso""","""Compra de material"""
-2020.28,1,"""2025-03-19T21:38:32.176771Z""","""Serviço""","""Transferência bancária"""
-5893.28,1,"""2025-04-26T21:38:32.176788Z""","""Serviço""","""Recebido de cliente"""
9698.81,2,"""2025-03-16T21:38:32.176797Z""","""Salário""","""Despesa operacional"""
1655.07,2,"""2025-05-09T21:38:32.176806Z""","""Venda""","""Referente ao mês"""
-7952.57,1,"""2025-04-05T21:38:32.176814Z""","""Reembolso""","""Despesa operacional"""
6658.13,2,"""2025-05-12T21:38:32.176823Z""","""Pagamento""","""Compra de material"""
2339.27,2,"""2025-04-30T21:38:32.176832Z""","""Reembolso""","""Referente ao mês"""
9568.58,2,"""2025-05-22T21:38:32.176840Z""","""Compra""","""Referente ao mês"""
9300.93,2,"""2025-05-06T21:38:32.176857Z""","""Compra""","""Compra de material"""
-2236.05,1,"""2025-03-17T21:38:32.176872Z""","""Serviço""","""Despesa operacional"""
-4922.42,1,"""2025-03-17T21:38:32.176886Z""","""Pagamento""","""Compra de material"""
-9175.18,1,"""2025-04-20T21:38:32.176899Z""","""Pagamento""","""Referente ao mês"""
8515.38,2,"""2025-03-26T21:38:32.176915Z""","""Pagamento""","""Recebido de cliente"""
-2739.86,1,"""2025-04-08T21:38:32.176931Z""","""Serviço""","""Transferência bancária"""
1717.23,2,"""2025-03-13T21:38:32.176945Z""","""Salário""","""Transferência bancária"""
5916.8,2,"""2025-05-24T21:38:32.176954Z""","""Pagamento""","""Referente ao mês"""
-6308.08,1,"""2025-04-29T21:38:32.176963Z""","""Transferência""","""Despesa operacional"""
4124.19,2,"""2025-04-12T21:38:32.176972Z""","""Compra""","""Transferência bancária"""
-921.5,1,"""2025-05-05T21:38:32.176980Z""","""Investimento""","""Pagamento de serviço"""
4031.31,2,"""2025-05-17T21:38:32.176989Z""","""Reembolso""","""Compra de material"""
7288.54,2,"""2025-03-30T21:38:32.176998Z""","""Pagamento""","""Referente ao mês"""
-405.46,1,"""2025-05-01T21:38:32.177006Z""","""Reembolso""","""Referente ao mês"""
-2514.92,1,"""2025-03-25T21:38:32.177015Z""","""Compra""","""Compra de material"""
-990.55,1,"""2025-05-23T21:38:32.177023Z""","""Salário""","""Pagamento de serviço"""
-1053.4,1,"""2025-04-03T21:38:32.177035Z""","""Compra""","""Pagamento de serviço"""
-5383.48,1,"""2025-03-13T21:38:32.177050Z""","""Transferência""","""Transferência bancária"""
-1372.73,1,"""2025-05-16T21:38:32.177063Z""","""Investimento""","""Recebido de cliente"""
2389.36,2,"""2025-03-18T21:38:32.177072Z""","""Compra""","""Recebido de cliente"""
3940.39,2,"""2025-04-26T21:38:32.177080Z""","""Investimento""","""Transferência bancária"""
2943.58,2,"""2025-05-26T21:38:32.177089Z""","""Venda""","""Pagamento de serviço"""
2090.44,2,"""2025-03-03T21:38:32.177097Z""","""Compra""","""Transferência bancária"""
6148.96,2,"""2025-04-19T21:38:32.177106Z""","""Reembolso""","""Transferência bancária"""
-8497.53,1,"""2025-05-25T21:38:32.177218Z""","""Investimento""","""Referente ao mês"""
-1654.82,1,"""2025-03-28T21:38:32.177239Z""","""Venda""","""Pagamento de serviço"""
7327.78,2,"""2025-03-24T21:38:32.177249Z""","""Venda""","""Pagamento de serviço"""
-8337.7,1,"""2025-04-17T21:38:32.177258Z""","""Salário""","""Pagamento de serviço"""
-7300.16,1,"""2025-03-06T21:38:32.177267Z""","""Salário""","""Referente ao mês"""
-8848.11,1,"""2025-04-03T21:38:32.177275Z""","""Pagamento""","""Recebido de cliente"""
8079.46,2,"""2025-04-10T21:38:32.177284Z""","""Venda""","""Transferência bancária"""
7940.79,2,"""2025-03-07T21:38:32.177293Z""","""Salário""","""Transferência bancária"""
8473.38,2,"""2025-04-21T21:38:32.177302Z""","""Reembolso""","""Despesa operacional"""
2298.81,2,"""2025-05-20T21:38:32.177311Z""","""Salário""","""Transferência bancária"""
1887.45,2,"""2025-04-14T21:38:32.177320Z""","""Investimento""","""Referente ao mês"""
4170.65,2,"""2025-04-05T21:38:32.177328Z""","""Pagamento""","""Pagamento de serviço"""
9408.77,2,"""2025-03-03T21:38:32.177337Z""","""Serviço""","""Compra de material"""
-7632.48,1,"""2025-05-29T21:38:32.177346Z""","""Salário""","""Despesa operacional"""
-5351.18,1,"""2025-03-15T21:38:32.177354Z""","""Transferência""","""Pagamento de serviço"""
7783.61,2,"""2025-05-13T21:38:32.177363Z""","""Pagamento""","""Recebido de cliente"""
7552.58,2,"""2025-03-02T21:38:32.177372Z""","""Compra""","""Transferência bancária"""
6654.64,2,"""2025-04-07T21:38:32.177381Z""","""Reembolso""","""Pagamento de serviço"""
7929.19,2,"""2025-05-15T21:38:32.177389Z""","""Venda""","""Recebido de cliente"""
6090.92,2,"""2025-03-14T21:38:32.177397Z""","""Serviço""","""Pagamento de serviço"""
120.24,2,"""2025-04-09T21:38:32.177406Z""","""Salário""","""Pagamento de serviço"""
4446.4,2,"""2025-03-23T21:38:32.177414Z""","""Pagamento""","""Pagamento de serviço"""
4176.39,2,"""2025-03-23T21:38:32.177423Z""","""Investimento""","""Pagamento de serviço"""
6947.72,2,"""2025-04-27T21:38:32.177432Z""","""Venda""","""Transferência bancária"""
3057.55,2,"""2025-05-18T21:38:32.177441Z""","""Transferência""","""Pagamento de serviço"""
-4878.32,1,"""2025-03-15T21:38:32.177449Z""","""Venda""","""Despesa operacional"""
-7901.04,1,"""2025-03-15T21:38:32.177458Z""","""Venda""","""Despesa operacional"""
-5654.51,1,"""2025-03-22T21:38:32.177467Z""","""Serviço""","""Compra de material"""
8399.32,2,"""2025-05-29T21:38:32.177475Z""","""Compra""","""Transferência bancária"""
3286.49,2,"""2025-04-18T21:38:32.177484Z""","""Pagamento""","""Despesa operacional"""
-5997.18,1,"""2025-04-17T21:38:32.177492Z""","""Transferência""","""Transferência bancária"""
9968.7,2,"""2025-03-03T21:38:32.177501Z""","""Reembolso""","""Referente ao mês"""
1800.2,2,"""2025-05-26T21:38:32.177510Z""","""Investimento""","""Despesa operacional"""
-5764.58,1,"""2025-03-22T21:38:32.177519Z""","""Serviço""","""Transferência bancária"""
8287.02,2,"""2025-03-19T21:38:32.177528Z""","""Reembolso""","""Compra de material"""
-3753.15,1,"""2025-04-23T21:38:32.177536Z""","""Serviço""","""Transferência bancária"""
-7578.75,1,"""2025-05-13T21:38:32.177555Z""","""Compra""","""Transferência bancária"""
8461.33,2,"""2025-05-11T21:38:32.177563Z""","""Pagamento""","""Transferência bancária"""
278.92,2,"""2025-03-04T21:38:32.177572Z""","""Pagamento""","""Despesa operacional"""
-9311.17,1,"""2025-03-06T21:38:32.177580Z""","""Transferência""","""Recebido de cliente"""
-8019.63,1,"""2025-04-20T21:38:32.177589Z""","""Compra""","""Transferência bancária"""
-3361.2,1,"""2025-04-02T21:38:32.177598Z""","""Salário""","""Pagamento de serviço"""
6630.36,2,"""2025-05-28T21:38:32.177607Z""","""Reembolso""","""Compra de material"""
5244.24,2,"""2025-05-15T21:38:32.177615Z""","""Venda""","""Despesa operacional"""
8500.86,2,"""2025-03-28T21:38:32.177623Z""","""Investimento""","""Pagamento de serviço"""
-6528.85,1,"""2025-04-01T21:38:32.177631Z""","""Reembolso""","""Compra de material"""
-9038.94,1,"""2025-03-25T21:38:32.177657Z""","""Compra""","""Pagamento de serviço"""
2101.17,2,"""2025-04-15T21:38:32.177672Z""","""Reembolso""","""Referente ao mês"""
-5469.6,1,"""2025-03-02T21:38:32.177687Z""","""Venda""","""Pagamento de serviço"""
-8024.69,1,"""2025-04-18T21:38:32.177711Z""","""Compra""","""Referente ao mês"""
3539.37,2,"""2025-05-02T21:38:32.177725Z""","""Pagamento""","""Pagamento de serviço"""
-2795.78,1,"""2025-03-07T21:38:32.177734Z""","""Investimento""","""Transferência bancária"""
-8394.94,1,"""2025-04-24T21:38:32.177743Z""","""Salário""","""Recebido de cliente"""
3906.2,2,"""2025-04-10T21:38:32.177752Z""","""Serviço""","""Pagamento de serviço"""
-7889.2,1,"""2025-04-06T21:38:32.177768Z""","""Investimento""","""Recebido de cliente"""
4557.06,2,"""2025-03-16T21:38:32.177777Z""","""Investimento""","""Compra de material"""
-3250.89,1,"""2025-05-01T21:38:32.177785Z""","""Pagamento""","""Despesa operacional"""
-5148.27,1,"""2025-03-08T21:38:32.177793Z""","""Reembolso""","""Referente ao mês"""
510.73,2,"""2025-05-24T21:38:32.177802Z""","""Pagamento""","""Recebido de cliente"""
-3459.11,1,"""2025-04-17T21:38:32.177810Z""","""Venda""","""Despesa operacional"""
-9447.12,1,"""2025-04-06T21:38:32.177819Z""","""Serviço""","""Despesa operacional"""
4704.23,2,"""2025-03-13T21:38:32.177827Z""","""Pagamento""","""Transferência bancária"""
4067.15,2,"""2025-05-06T21:38:32.177836Z""","""Serviço""","""Transferência bancária"""
-450.16,1,"""2025-03-09T21:38:32.177844Z""","""Pagamento""","""Despesa operacional"""
-2547.07,1,"""2025-03-25T21:38:32.177853Z""","""Salário""","""Referente ao mês"""
-8876.52,1,"""2025-04-19T21:38:32.177862Z""","""Venda""","""Transferência bancária"""
1254.17,2,"""2025-04-30T21:38:32.177871Z""","""Salário""","""Pagamento de serviço"""
3749.63,2,"""2025-04-14T21:38:32.177879Z""","""Investimento""","""Referente ao mês"""
931.28,2,"""2025-05-02T21:38:32.177888Z""","""Reembolso""","""Despesa operacional"""
356.05,2,"""2025-05-20T21:38:32.177896Z""","""Compra""","""Compra de material"""
156.56,2,"""2025-04-11T21:38:32.177905Z""","""Reembolso""","""Recebido de cliente"""
-7445.48,1,"""2025-03-16T21:38:32.177913Z""","""Pagamento""","""Referente ao mês"""
-8204.48,1,"""2025-05-24T21:38:32.177922Z""","""Transferência""","""Despesa operacional"""
-8188.19,1,"""2025-05-08T21:38:32.177931Z""","""Salário""","""Recebido de cliente"""
8694.35,2,"""2025-04-14T21:38:32.177939Z""","""Reembolso""","""Pagamento de serviço"""
-3015.78,1,"""2025-04-22T21:38:32.177948Z""","""Pagamento""","""Despesa operacional"""
559.88,2,"""2025-05-11T21:38:32.177956Z""","""Reembolso""","""Despesa operacional"""
2320.73,2,"""2025-05-12T21:38:32.177965Z""","""Venda""","""Pagamento de serviço"""
9061.26,2,"""2025-05-14T21:38:32.177973Z""","""Venda""","""Referente ao mês"""
2598.85,2,"""2025-04-18T21:38:32.177982Z""","""Compra""","""Recebido de cliente"""
-908.84,1,"""2025-05-01T21:38:32.177990Z""","""Compra""","""Compra de material"""
6172.87,2,"""2025-05-27T21:38:32.177998Z""","""Pagamento""","""Despesa operacional"""
-7032.15,1,"""2025-04-22T21:38:32.178006Z""","""Pagamento""","""Referente ao mês"""
-7904.7,1,"""2025-03-06T21:38:32.178015Z""","""Salário""","""Despesa operacional"""
-9076.47,1,"""2025-04-02T21:38:32.178023Z""","""Investimento""","""Referente ao mês"""
-4028.42,1,"""2025-05-07T21:38:32.178032Z""","""Serviço""","""Transferência bancária"""
-6397.44,1,"""2025-05-03T21:38:32.178050Z""","""Serviço""","""Referente ao mês"""
